enrollment_id,student_id,course_id,semester_id,grade,created_at
ENR-00634,STU-0262,CRS-0030,SEM-1,C,2026-04-16T13:18:17.263642
ENR-00635,STU-0125,CRS-0030,SEM-6,B,2026-04-16T13:18:17.263647
ENR-00636,STU-0064,CRS-0038,SEM-1,A,2026-04-16T13:18:17.263652
ENR-00637,STU-0440,CRS-0048,SEM-1,B,2026-04-16T13:18:17.263656
ENR-00638,STU-0225,CRS-0051,SEM-1,C,2026-04-16T13:18:17.263660
ENR-00639,STU-0295,CRS-0012,SEM-6,C,2026-04-16T13:18:17.263664
ENR-00640,STU-0446,CRS-0056,SEM-6,D,2026-04-16T13:18:17.263668
ENR-00641,STU-0268,CRS-0029,SEM-3,D,2026-04-16T13:18:17.263672
ENR-00642,STU-0100,CRS-0022,SEM-5,A,2026-04-16T13:18:17.263676
ENR-00643,STU-0196,CRS-0012,SEM-6,C,2026-04-16T13:18:17.263680
ENR-00644,STU-0151,CRS-0036,SEM-6,F,2026-04-16T13:18:17.263684
ENR-00645,STU-0183,CRS-0014,SEM-3,B,2026-04-16T13:18:17.263688
ENR-00646,STU-0443,CRS-0012,SEM-6,B,2026-04-16T13:18:17.263694
ENR-00647,STU-0427,CRS-0026,SEM-5,B,2026-04-16T13:18:17.263698
ENR-00648,STU-0469,CRS-0043,SEM-6,D,2026-04-16T13:18:17.263702
ENR-00649,STU-0212,CRS-0019,SEM-6,A,2026-04-16T13:18:17.263706
ENR-00650,STU-0210,CRS-0035,SEM-5,A,2026-04-16T13:18:17.263711
ENR-00651,STU-0196,CRS-0033,SEM-1,A,2026-04-16T13:18:17.263715
ENR-00652,STU-0157,CRS-0018,SEM-6,A,2026-04-16T13:18:17.263719
ENR-00653,STU-0060,CRS-0025,SEM-3,B,2026-04-16T13:18:17.263723
ENR-00654,STU-0469,CRS-0033,SEM-3,A,2026-04-16T13:18:17.263728
ENR-00655,STU-0083,CRS-0002,SEM-3,A,2026-04-16T13:18:17.263734
ENR-00656,STU-0101,CRS-0035,SEM-2,A,2026-04-16T13:18:17.263738
ENR-00657,STU-0316,CRS-0039,SEM-6,F,2026-04-16T13:18:17.263742
ENR-00658,STU-0458,CRS-0022,SEM-2,D,2026-04-16T13:18:17.263746
ENR-00659,STU-0197,CRS-0022,SEM-1,A,2026-04-16T13:18:17.263750
ENR-00660,STU-0453,CRS-0014,SEM-2,A,2026-04-16T13:18:17.263754
ENR-00661,STU-0466,CRS-0014,SEM-2,A,2026-04-16T13:18:17.263758
ENR-00662,STU-0283,CRS-0037,SEM-2,A,2026-04-16T13:18:17.263762
ENR-00663,STU-0039,CRS-0047,SEM-3,A,2026-04-16T13:18:17.263766
ENR-00664,STU-0056,CRS-0059,SEM-1,D,2026-04-16T13:18:17.263770
ENR-00665,STU-0310,CRS-0044,SEM-2,W,2026-04-16T13:18:17.263774
ENR-00666,STU-0305,CRS-0025,SEM-5,B,2026-04-16T13:18:17.263778
ENR-00667,STU-0183,CRS-0002,SEM-6,B,2026-04-16T13:18:17.263784
ENR-00668,STU-0252,CRS-0002,SEM-1,C,2026-04-16T13:18:17.263788
ENR-00669,STU-0287,CRS-0034,SEM-4,F,2026-04-16T13:18:17.263792
ENR-00670,STU-0079,CRS-0028,SEM-5,A,2026-04-16T13:18:17.263796
ENR-00671,STU-0234,CRS-0023,SEM-6,A,2026-04-16T13:18:17.263818
ENR-00672,STU-0437,CRS-0037,SEM-1,F,2026-04-16T13:18:17.263823
ENR-00673,STU-0189,CRS-0002,SEM-2,B,2026-04-16T13:18:17.263827
ENR-00674,STU-0246,CRS-0011,SEM-5,B,2026-04-16T13:18:17.263834
ENR-00675,STU-0127,CRS-0051,SEM-5,B,2026-04-16T13:18:17.263838
ENR-00676,STU-0185,CRS-0021,SEM-4,B,2026-04-16T13:18:17.263842
ENR-00677,STU-0371,CRS-0047,SEM-4,A,2026-04-16T13:18:17.263847
ENR-00678,STU-0477,CRS-0025,SEM-5,B,2026-04-16T13:18:17.263851
ENR-00679,STU-0413,CRS-0048,SEM-3,C,2026-04-16T13:18:17.263855
ENR-00680,STU-0424,CRS-0015,SEM-6,B,2026-04-16T13:18:17.263859
ENR-00681,STU-0216,CRS-0032,SEM-4,A,2026-04-16T13:18:17.263863
ENR-00682,STU-0107,CRS-0054,SEM-6,B,2026-04-16T13:18:17.263867
ENR-00683,STU-0305,CRS-0030,SEM-1,A,2026-04-16T13:18:17.263871
ENR-00684,STU-0295,CRS-0056,SEM-1,A,2026-04-16T13:18:17.263875
ENR-00685,STU-0228,CRS-0048,SEM-1,A,2026-04-16T13:18:17.263879
ENR-00686,STU-0306,CRS-0006,SEM-1,C,2026-04-16T13:18:17.263884
ENR-00687,STU-0272,CRS-0051,SEM-3,D,2026-04-16T13:18:17.263888
ENR-00688,STU-0258,CRS-0017,SEM-6,D,2026-04-16T13:18:17.263893
ENR-00689,STU-0333,CRS-0050,SEM-1,B,2026-04-16T13:18:17.263897
ENR-00690,STU-0074,CRS-0016,SEM-6,B,2026-04-16T13:18:17.263901
ENR-00691,STU-0104,CRS-0023,SEM-5,B,2026-04-16T13:18:17.263905
ENR-00692,STU-0273,CRS-0018,SEM-1,B,2026-04-16T13:18:17.263909
ENR-00693,STU-0426,CRS-0018,SEM-6,B,2026-04-16T13:18:17.263914
ENR-00694,STU-0032,CRS-0042,SEM-1,A,2026-04-16T13:18:17.263920
ENR-00695,STU-0115,CRS-0048,SEM-1,B,2026-04-16T13:18:17.263924
ENR-00696,STU-0378,CRS-0030,SEM-5,B,2026-04-16T13:18:17.263929
ENR-00697,STU-0471,CRS-0034,SEM-3,D,2026-04-16T13:18:17.263933
ENR-00698,STU-0114,CRS-0013,SEM-5,A,2026-04-16T13:18:17.263937
ENR-00699,STU-0019,CRS-0011,SEM-3,A,2026-04-16T13:18:17.263942
ENR-00700,STU-0371,CRS-0052,SEM-5,F,2026-04-16T13:18:17.263946
ENR-00701,STU-0058,CRS-0045,SEM-2,B,2026-04-16T13:18:17.263950
ENR-00702,STU-0295,CRS-0030,SEM-5,A,2026-04-16T13:18:17.263954
ENR-00703,STU-0093,CRS-0019,SEM-4,C,2026-04-16T13:18:17.263958
ENR-00704,STU-0100,CRS-0037,SEM-5,A,2026-04-16T13:18:17.263962
ENR-00705,STU-0255,CRS-0041,SEM-1,A,2026-04-16T13:18:17.263968
ENR-00706,STU-0213,CRS-0023,SEM-1,A,2026-04-16T13:18:17.263972
ENR-00707,STU-0065,CRS-0059,SEM-1,A,2026-04-16T13:18:17.263976
ENR-00708,STU-0406,CRS-0056,SEM-1,A,2026-04-16T13:18:17.263980
ENR-00709,STU-0478,CRS-0040,SEM-5,B,2026-04-16T13:18:17.263984
ENR-00710,STU-0326,CRS-0025,SEM-5,A,2026-04-16T13:18:17.263990
ENR-00711,STU-0401,CRS-0002,SEM-3,A,2026-04-16T13:18:17.263994
ENR-00712,STU-0353,CRS-0016,SEM-6,A,2026-04-16T13:18:17.263998
ENR-00713,STU-0345,CRS-0047,SEM-3,A,2026-04-16T13:18:17.264004
ENR-00714,STU-0187,CRS-0046,SEM-4,A,2026-04-16T13:18:17.264008
ENR-00715,STU-0168,CRS-0006,SEM-3,A,2026-04-16T13:18:17.264012
ENR-00716,STU-0113,CRS-0041,SEM-1,B,2026-04-16T13:18:17.264016
ENR-00717,STU-0452,CRS-0001,SEM-2,C,2026-04-16T13:18:17.264020
ENR-00718,STU-0160,CRS-0026,SEM-4,A,2026-04-16T13:18:17.264024
ENR-00719,STU-0178,CRS-0012,SEM-4,A,2026-04-16T13:18:17.264028
ENR-00720,STU-0258,CRS-0022,SEM-2,F,2026-04-16T13:18:17.264032
ENR-00721,STU-0435,CRS-0028,SEM-5,A,2026-04-16T13:18:17.264036
ENR-00722,STU-0241,CRS-0051,SEM-5,B,2026-04-16T13:18:17.264040
ENR-00723,STU-0242,CRS-0007,SEM-2,C,2026-04-16T13:18:17.264044
ENR-00724,STU-0465,CRS-0050,SEM-6,C,2026-04-16T13:18:17.264048
ENR-00725,STU-0094,CRS-0047,SEM-1,W,2026-04-16T13:18:17.264052
ENR-00726,STU-0152,CRS-0022,SEM-5,A,2026-04-16T13:18:17.264057
ENR-00727,STU-0304,CRS-0044,SEM-1,D,2026-04-16T13:18:17.264061
ENR-00728,STU-0140,CRS-0031,SEM-4,A,2026-04-16T13:18:17.264065
ENR-00729,STU-0093,CRS-0034,SEM-1,C,2026-04-16T13:18:17.264069
ENR-00730,STU-0194,CRS-0048,SEM-4,A,2026-04-16T13:18:17.264073
ENR-00731,STU-0454,CRS-0011,SEM-6,A,2026-04-16T13:18:17.264086
ENR-00732,STU-0322,CRS-0028,SEM-5,A,2026-04-16T13:18:17.264090
ENR-00733,STU-0256,CRS-0043,SEM-2,B,2026-04-16T13:18:17.264096
ENR-00734,STU-0055,CRS-0035,SEM-1,A,2026-04-16T13:18:17.264100
ENR-00735,STU-0390,CRS-0033,SEM-2,A,2026-04-16T13:18:17.264104
ENR-00736,STU-0189,CRS-0016,SEM-5,D,2026-04-16T13:18:17.264108
ENR-00737,STU-0252,CRS-0046,SEM-6,B,2026-04-16T13:18:17.264112
ENR-00738,STU-0434,CRS-0012,SEM-4,W,2026-04-16T13:18:17.264116
ENR-00739,STU-0019,CRS-0025,SEM-2,A,2026-04-16T13:18:17.264121
ENR-00740,STU-0473,CRS-0001,SEM-5,A,2026-04-16T13:18:17.264125
ENR-00741,STU-0432,CRS-0019,SEM-4,B,2026-04-16T13:18:17.264129
ENR-00742,STU-0446,CRS-0042,SEM-5,C,2026-04-16T13:18:17.264133
ENR-00743,STU-0059,CRS-0006,SEM-4,A,2026-04-16T13:18:17.264137
ENR-00744,STU-0004,CRS-0052,SEM-2,A,2026-04-16T13:18:17.264141
ENR-00745,STU-0136,CRS-0017,SEM-1,B,2026-04-16T13:18:17.264145
ENR-00746,STU-0155,CRS-0044,SEM-1,A,2026-04-16T13:18:17.264149
ENR-00747,STU-0248,CRS-0054,SEM-3,C,2026-04-16T13:18:17.264153
ENR-00748,STU-0442,CRS-0050,SEM-4,A,2026-04-16T13:18:17.264157
ENR-00749,STU-0163,CRS-0040,SEM-6,B,2026-04-16T13:18:17.264161
ENR-00750,STU-0361,CRS-0014,SEM-1,B,2026-04-16T13:18:17.264166
ENR-00751,STU-0123,CRS-0047,SEM-5,D,2026-04-16T13:18:17.264170
ENR-00752,STU-0153,CRS-0043,SEM-1,B,2026-04-16T13:18:17.264177
ENR-00753,STU-0026,CRS-0030,SEM-3,W,2026-04-16T13:18:17.264181
ENR-00754,STU-0415,CRS-0043,SEM-3,A,2026-04-16T13:18:17.264186
ENR-00755,STU-0469,CRS-0047,SEM-5,A,2026-04-16T13:18:17.264190
ENR-00756,STU-0308,CRS-0036,SEM-4,A,2026-04-16T13:18:17.264196
ENR-00757,STU-0059,CRS-0049,SEM-1,F,2026-04-16T13:18:17.264200
ENR-00758,STU-0395,CRS-0032,SEM-2,D,2026-04-16T13:18:17.264204
ENR-00759,STU-0226,CRS-0034,SEM-4,A,2026-04-16T13:18:17.264208
ENR-00760,STU-0164,CRS-0021,SEM-4,D,2026-04-16T13:18:17.264212
ENR-00761,STU-0210,CRS-0044,SEM-1,A,2026-04-16T13:18:17.264216
ENR-00762,STU-0153,CRS-0003,SEM-4,W,2026-04-16T13:18:17.264222
ENR-00763,STU-0230,CRS-0033,SEM-4,C,2026-04-16T13:18:17.264227
ENR-00764,STU-0333,CRS-0049,SEM-5,A,2026-04-16T13:18:17.264231
ENR-00765,STU-0227,CRS-0019,SEM-1,A,2026-04-16T13:18:17.264235
ENR-00766,STU-0134,CRS-0011,SEM-6,A,2026-04-16T13:18:17.264239
ENR-00767,STU-0005,CRS-0011,SEM-1,B,2026-04-16T13:18:17.264243
ENR-00768,STU-0109,CRS-0022,SEM-4,B,2026-04-16T13:18:17.264247
ENR-00769,STU-0184,CRS-0045,SEM-5,A,2026-04-16T13:18:17.264251
ENR-00770,STU-0355,CRS-0042,SEM-6,A,2026-04-16T13:18:17.264255
ENR-00771,STU-0192,CRS-0031,SEM-1,F,2026-04-16T13:18:17.264259
ENR-00772,STU-0224,CRS-0027,SEM-3,D,2026-04-16T13:18:17.264265
ENR-00773,STU-0070,CRS-0029,SEM-6,B,2026-04-16T13:18:17.264271
ENR-00774,STU-0474,CRS-0016,SEM-5,B,2026-04-16T13:18:17.264275
ENR-00775,STU-0227,CRS-0052,SEM-5,C,2026-04-16T13:18:17.264280
ENR-00776,STU-0084,CRS-0044,SEM-6,C,2026-04-16T13:18:17.264284
ENR-00777,STU-0287,CRS-0050,SEM-4,A,2026-04-16T13:18:17.264288
ENR-00778,STU-0137,CRS-0021,SEM-6,F,2026-04-16T13:18:17.264292
ENR-00779,STU-0033,CRS-0013,SEM-3,B,2026-04-16T13:18:17.264296
ENR-00780,STU-0024,CRS-0016,SEM-1,B,2026-04-16T13:18:17.264300
ENR-00781,STU-0033,CRS-0045,SEM-5,D,2026-04-16T13:18:17.264304
ENR-00782,STU-0390,CRS-0057,SEM-6,A,2026-04-16T13:18:17.264308
ENR-00783,STU-0147,CRS-0060,SEM-4,W,2026-04-16T13:18:17.264312
ENR-00784,STU-0457,CRS-0031,SEM-6,B,2026-04-16T13:18:17.264316
ENR-00785,STU-0130,CRS-0030,SEM-5,D,2026-04-16T13:18:17.264321
ENR-00786,STU-0195,CRS-0043,SEM-5,C,2026-04-16T13:18:17.264325
ENR-00787,STU-0099,CRS-0035,SEM-6,C,2026-04-16T13:18:17.264329
ENR-00788,STU-0439,CRS-0047,SEM-2,B,2026-04-16T13:18:17.264333
ENR-00789,STU-0431,CRS-0034,SEM-2,D,2026-04-16T13:18:17.264337
ENR-00790,STU-0032,CRS-0016,SEM-4,A,2026-04-16T13:18:17.264341
ENR-00791,STU-0027,CRS-0035,SEM-2,D,2026-04-16T13:18:17.264347
ENR-00792,STU-0161,CRS-0033,SEM-2,A,2026-04-16T13:18:17.264351
ENR-00793,STU-0082,CRS-0003,SEM-1,A,2026-04-16T13:18:17.264355
ENR-00794,STU-0072,CRS-0037,SEM-6,B,2026-04-16T13:18:17.264359
ENR-00795,STU-0176,CRS-0021,SEM-1,B,2026-04-16T13:18:17.264365
ENR-00796,STU-0077,CRS-0051,SEM-6,B,2026-04-16T13:18:17.264369
ENR-00797,STU-0083,CRS-0011,SEM-1,B,2026-04-16T13:18:17.264373
ENR-00798,STU-0147,CRS-0018,SEM-2,B,2026-04-16T13:18:17.264377
ENR-00799,STU-0245,CRS-0049,SEM-4,A,2026-04-16T13:18:17.264381
ENR-00800,STU-0438,CRS-0049,SEM-2,B,2026-04-16T13:18:17.264385
ENR-00801,STU-0034,CRS-0014,SEM-1,B,2026-04-16T13:18:17.264389
ENR-00802,STU-0289,CRS-0057,SEM-5,F,2026-04-16T13:18:17.264394
ENR-00803,STU-0352,CRS-0045,SEM-3,B,2026-04-16T13:18:17.264398
ENR-00804,STU-0286,CRS-0048,SEM-6,C,2026-04-16T13:18:17.264402
ENR-00805,STU-0131,CRS-0034,SEM-1,A,2026-04-16T13:18:17.264406
ENR-00806,STU-0109,CRS-0026,SEM-4,A,2026-04-16T13:18:17.264410
ENR-00807,STU-0077,CRS-0055,SEM-5,A,2026-04-16T13:18:17.264414
ENR-00808,STU-0335,CRS-0006,SEM-5,A,2026-04-16T13:18:17.264421
ENR-00809,STU-0404,CRS-0020,SEM-5,A,2026-04-16T13:18:17.264426
ENR-00810,STU-0318,CRS-0007,SEM-4,D,2026-04-16T13:18:17.264431
ENR-00811,STU-0403,CRS-0028,SEM-1,A,2026-04-16T13:18:17.264437
ENR-00812,STU-0239,CRS-0035,SEM-2,B,2026-04-16T13:18:17.264441
ENR-00813,STU-0285,CRS-0030,SEM-1,A,2026-04-16T13:18:17.264445
ENR-00814,STU-0287,CRS-0037,SEM-2,W,2026-04-16T13:18:17.264449
ENR-00815,STU-0433,CRS-0056,SEM-5,C,2026-04-16T13:18:17.264454
ENR-00816,STU-0165,CRS-0002,SEM-4,B,2026-04-16T13:18:17.264460
ENR-00817,STU-0186,CRS-0040,SEM-4,W,2026-04-16T13:18:17.264464
ENR-00818,STU-0318,CRS-0057,SEM-2,D,2026-04-16T13:18:17.264468
ENR-00819,STU-0176,CRS-0015,SEM-2,F,2026-04-16T13:18:17.264472
ENR-00820,STU-0303,CRS-0042,SEM-1,F,2026-04-16T13:18:17.264476
ENR-00821,STU-0400,CRS-0018,SEM-4,B,2026-04-16T13:18:17.264480
ENR-00822,STU-0231,CRS-0008,SEM-6,B,2026-04-16T13:18:17.264484
ENR-00823,STU-0341,CRS-0054,SEM-3,A,2026-04-16T13:18:17.264489
ENR-00824,STU-0045,CRS-0048,SEM-2,W,2026-04-16T13:18:17.264493
ENR-00825,STU-0014,CRS-0047,SEM-4,B,2026-04-16T13:18:17.264497
ENR-00826,STU-0432,CRS-0045,SEM-4,A,2026-04-16T13:18:17.264501
ENR-00827,STU-0118,CRS-0026,SEM-6,W,2026-04-16T13:18:17.264505
ENR-00828,STU-0363,CRS-0019,SEM-5,B,2026-04-16T13:18:17.264509
ENR-00829,STU-0469,CRS-0050,SEM-6,C,2026-04-16T13:18:17.264513
ENR-00830,STU-0296,CRS-0012,SEM-6,A,2026-04-16T13:18:17.264520
ENR-00831,STU-0068,CRS-0055,SEM-1,A,2026-04-16T13:18:17.264524
ENR-00832,STU-0039,CRS-0042,SEM-5,C,2026-04-16T13:18:17.264528
ENR-00833,STU-0244,CRS-0040,SEM-3,B,2026-04-16T13:18:17.264532
ENR-00834,STU-0324,CRS-0013,SEM-6,B,2026-04-16T13:18:17.264536
ENR-00835,STU-0010,CRS-0018,SEM-5,B,2026-04-16T13:18:17.264540
ENR-00836,STU-0069,CRS-0029,SEM-4,A,2026-04-16T13:18:17.264544
ENR-00837,STU-0180,CRS-0011,SEM-1,B,2026-04-16T13:18:17.264550
ENR-00838,STU-0109,CRS-0003,SEM-2,B,2026-04-16T13:18:17.264554
ENR-00839,STU-0057,CRS-0002,SEM-2,A,2026-04-16T13:18:17.264559
ENR-00840,STU-0071,CRS-0054,SEM-3,D,2026-04-16T13:18:17.264564
ENR-00841,STU-0353,CRS-0050,SEM-3,A,2026-04-16T13:18:17.264569
ENR-00842,STU-0406,CRS-0022,SEM-4,A,2026-04-16T13:18:17.264573
ENR-00843,STU-0182,CRS-0041,SEM-2,A,2026-04-16T13:18:17.264577
ENR-00844,STU-0499,CRS-0042,SEM-3,A,2026-04-16T13:18:17.264581
ENR-00845,STU-0199,CRS-0016,SEM-1,C,2026-04-16T13:18:17.264585
ENR-00846,STU-0392,CRS-0015,SEM-3,B,2026-04-16T13:18:17.264589
ENR-00847,STU-0273,CRS-0040,SEM-3,A,2026-04-16T13:18:17.264593
ENR-00848,STU-0099,CRS-0037,SEM-1,B,2026-04-16T13:18:17.264597
ENR-00849,STU-0429,CRS-0041,SEM-1,A,2026-04-16T13:18:17.264601
ENR-00850,STU-0244,CRS-0017,SEM-3,B,2026-04-16T13:18:17.264608
ENR-00851,STU-0324,CRS-0030,SEM-6,A,2026-04-16T13:18:17.264612
ENR-00852,STU-0457,CRS-0026,SEM-3,C,2026-04-16T13:18:17.264616
ENR-00853,STU-0351,CRS-0008,SEM-6,C,2026-04-16T13:18:17.264620
ENR-00854,STU-0095,CRS-0012,SEM-2,D,2026-04-16T13:18:17.264624
ENR-00855,STU-0489,CRS-0029,SEM-3,A,2026-04-16T13:18:17.264628
ENR-00856,STU-0315,CRS-0054,SEM-5,B,2026-04-16T13:18:17.264632
ENR-00857,STU-0491,CRS-0046,SEM-4,W,2026-04-16T13:18:17.264636
ENR-00858,STU-0425,CRS-0029,SEM-2,C,2026-04-16T13:18:17.264644
ENR-00859,STU-0168,CRS-0021,SEM-2,C,2026-04-16T13:18:17.264648
ENR-00860,STU-0052,CRS-0007,SEM-2,C,2026-04-16T13:18:17.264652
ENR-00861,STU-0205,CRS-0052,SEM-3,B,2026-04-16T13:18:17.264657
ENR-00862,STU-0187,CRS-0042,SEM-5,A,2026-04-16T13:18:17.264663
ENR-00863,STU-0302,CRS-0024,SEM-2,A,2026-04-16T13:18:17.264667
ENR-00864,STU-0368,CRS-0033,SEM-6,C,2026-04-16T13:18:17.264671
ENR-00865,STU-0178,CRS-0024,SEM-6,B,2026-04-16T13:18:17.264675
ENR-00866,STU-0001,CRS-0012,SEM-2,B,2026-04-16T13:18:17.264679
ENR-00867,STU-0381,CRS-0045,SEM-5,A,2026-04-16T13:18:17.264683
ENR-00868,STU-0290,CRS-0013,SEM-3,A,2026-04-16T13:18:17.264687
ENR-00869,STU-0269,CRS-0044,SEM-6,A,2026-04-16T13:18:17.264693
ENR-00870,STU-0462,CRS-0020,SEM-4,A,2026-04-16T13:18:17.264697
ENR-00871,STU-0313,CRS-0050,SEM-2,B,2026-04-16T13:18:17.264701
ENR-00872,STU-0450,CRS-0010,SEM-3,B,2026-04-16T13:18:17.264705
ENR-00873,STU-0207,CRS-0033,SEM-5,B,2026-04-16T13:18:17.264709
ENR-00874,STU-0143,CRS-0024,SEM-4,D,2026-04-16T13:18:17.264714
ENR-00875,STU-0464,CRS-0005,SEM-5,B,2026-04-16T13:18:17.264718
ENR-00876,STU-0264,CRS-0015,SEM-1,B,2026-04-16T13:18:17.264722
ENR-00877,STU-0324,CRS-0027,SEM-4,C,2026-04-16T13:18:17.264726
ENR-00878,STU-0498,CRS-0002,SEM-2,B,2026-04-16T13:18:17.264730
ENR-00879,STU-0384,CRS-0039,SEM-6,B,2026-04-16T13:18:17.264734
ENR-00880,STU-0380,CRS-0006,SEM-3,C,2026-04-16T13:18:17.264740
ENR-00881,STU-0198,CRS-0045,SEM-4,B,2026-04-16T13:18:17.264744
ENR-00882,STU-0497,CRS-0005,SEM-5,B,2026-04-16T13:18:17.264748
ENR-00883,STU-0368,CRS-0025,SEM-4,C,2026-04-16T13:18:17.264752
ENR-00884,STU-0390,CRS-0057,SEM-5,F,2026-04-16T13:18:17.264756
ENR-00885,STU-0006,CRS-0020,SEM-5,B,2026-04-16T13:18:17.264760
ENR-00886,STU-0334,CRS-0060,SEM-4,C,2026-04-16T13:18:17.264764
ENR-00887,STU-0410,CRS-0044,SEM-1,A,2026-04-16T13:18:17.264769
ENR-00888,STU-0195,CRS-0028,SEM-6,B,2026-04-16T13:18:17.264773
ENR-00889,STU-0303,CRS-0033,SEM-5,A,2026-04-16T13:18:17.264779
ENR-00890,STU-0166,CRS-0001,SEM-6,B,2026-04-16T13:18:17.264783
ENR-00891,STU-0314,CRS-0012,SEM-2,B,2026-04-16T13:18:17.264787
ENR-00892,STU-0046,CRS-0055,SEM-2,D,2026-04-16T13:18:17.264791
ENR-00893,STU-0451,CRS-0001,SEM-1,A,2026-04-16T13:18:17.264795
ENR-00894,STU-0468,CRS-0021,SEM-5,B,2026-04-16T13:18:17.264811
ENR-00895,STU-0154,CRS-0031,SEM-3,B,2026-04-16T13:18:17.264815
ENR-00896,STU-0173,CRS-0051,SEM-1,B,2026-04-16T13:18:17.264820
ENR-00897,STU-0456,CRS-0057,SEM-1,C,2026-04-16T13:18:17.264824
ENR-00898,STU-0431,CRS-0044,SEM-6,W,2026-04-16T13:18:17.264828
ENR-00899,STU-0318,CRS-0026,SEM-4,A,2026-04-16T13:18:17.264832
ENR-00900,STU-0134,CRS-0006,SEM-3,A,2026-04-16T13:18:17.264836
ENR-00901,STU-0443,CRS-0049,SEM-5,A,2026-04-16T13:18:17.264842
ENR-00902,STU-0394,CRS-0050,SEM-4,W,2026-04-16T13:18:17.264847
ENR-00903,STU-0253,CRS-0047,SEM-2,B,2026-04-16T13:18:17.264851
ENR-00904,STU-0117,CRS-0019,SEM-6,D,2026-04-16T13:18:17.264855
ENR-00905,STU-0181,CRS-0017,SEM-6,B,2026-04-16T13:18:17.264859
ENR-00906,STU-0001,CRS-0040,SEM-3,F,2026-04-16T13:18:17.264863
ENR-00907,STU-0481,CRS-0021,SEM-1,B,2026-04-16T13:18:17.264867
ENR-00908,STU-0151,CRS-0041,SEM-1,B,2026-04-16T13:18:17.264873
ENR-00909,STU-0197,CRS-0059,SEM-2,C,2026-04-16T13:18:17.264879
ENR-00910,STU-0149,CRS-0052,SEM-2,B,2026-04-16T13:18:17.264883
ENR-00911,STU-0179,CRS-0028,SEM-6,C,2026-04-16T13:18:17.264887
ENR-00912,STU-0196,CRS-0060,SEM-1,D,2026-04-16T13:18:17.264891
ENR-00913,STU-0021,CRS-0049,SEM-5,D,2026-04-16T13:18:17.264896
ENR-00914,STU-0485,CRS-0011,SEM-1,C,2026-04-16T13:18:17.264900
ENR-00915,STU-0470,CRS-0008,SEM-6,B,2026-04-16T13:18:17.264904
ENR-00916,STU-0111,CRS-0014,SEM-4,C,2026-04-16T13:18:17.264908
ENR-00917,STU-0294,CRS-0042,SEM-2,D,2026-04-16T13:18:17.264912
ENR-00918,STU-0362,CRS-0056,SEM-3,A,2026-04-16T13:18:17.264916
ENR-00919,STU-0479,CRS-0027,SEM-4,C,2026-04-16T13:18:17.264920
ENR-00920,STU-0324,CRS-0039,SEM-3,B,2026-04-16T13:18:17.264924
ENR-00921,STU-0239,CRS-0014,SEM-5,A,2026-04-16T13:18:17.264928
ENR-00922,STU-0052,CRS-0046,SEM-4,F,2026-04-16T13:18:17.264934
ENR-00923,STU-0492,CRS-0060,SEM-1,B,2026-04-16T13:18:17.264939
ENR-00924,STU-0276,CRS-0017,SEM-6,D,2026-04-16T13:18:17.264943
ENR-00925,STU-0233,CRS-0009,SEM-6,A,2026-04-16T13:18:17.264947
ENR-00926,STU-0354,CRS-0024,SEM-1,B,2026-04-16T13:18:17.264952
ENR-00927,STU-0170,CRS-0010,SEM-6,A,2026-04-16T13:18:17.264956
ENR-00928,STU-0191,CRS-0038,SEM-2,B,2026-04-16T13:18:17.264962
ENR-00929,STU-0163,CRS-0011,SEM-6,A,2026-04-16T13:18:17.264966
ENR-00930,STU-0342,CRS-0037,SEM-5,A,2026-04-16T13:18:17.264970
ENR-00931,STU-0473,CRS-0024,SEM-6,A,2026-04-16T13:18:17.264974
ENR-00932,STU-0447,CRS-0004,SEM-1,B,2026-04-16T13:18:17.264978
ENR-00933,STU-0042,CRS-0017,SEM-3,A,2026-04-16T13:18:17.264982
ENR-00934,STU-0438,CRS-0029,SEM-2,D,2026-04-16T13:18:17.264986
ENR-00935,STU-0462,CRS-0022,SEM-3,C,2026-04-16T13:18:17.264990
ENR-00936,STU-0074,CRS-0004,SEM-6,B,2026-04-16T13:18:17.264995
ENR-00937,STU-0203,CRS-0045,SEM-5,A,2026-04-16T13:18:17.264999
ENR-00938,STU-0306,CRS-0053,SEM-4,A,2026-04-16T13:18:17.265003
ENR-00939,STU-0345,CRS-0033,SEM-5,D,2026-04-16T13:18:17.265007
ENR-00940,STU-0145,CRS-0050,SEM-6,B,2026-04-16T13:18:17.265011
ENR-00941,STU-0323,CRS-0038,SEM-3,F,2026-04-16T13:18:17.265015
ENR-00942,STU-0116,CRS-0049,SEM-1,B,2026-04-16T13:18:17.265019
ENR-00943,STU-0093,CRS-0013,SEM-3,A,2026-04-16T13:18:17.265025
ENR-00944,STU-0363,CRS-0004,SEM-3,A,2026-04-16T13:18:17.265029
ENR-00945,STU-0495,CRS-0010,SEM-5,B,2026-04-16T13:18:17.265033
ENR-00946,STU-0092,CRS-0037,SEM-2,B,2026-04-16T13:18:17.265037
ENR-00947,STU-0071,CRS-0056,SEM-6,A,2026-04-16T13:18:17.265044
ENR-00948,STU-0067,CRS-0059,SEM-5,C,2026-04-16T13:18:17.265048
ENR-00949,STU-0295,CRS-0004,SEM-2,B,2026-04-16T13:18:17.265052
ENR-00950,STU-0316,CRS-0055,SEM-1,W,2026-04-16T13:18:17.265056
